post_id,tfidf_sum,tfidf_mean,tfidf_max
1,20.580054133836754,1.5120440926353642e-05,0.24939582540857463
2,25.240270938553728,1.854436451962889e-05,0.1469666152394682
3,28.35176308237582,2.0830419398178444e-05,0.1430020216501734
4,16.02578530581049,1.177435872807186e-05,0.28792891222435113
5,14.818161005449234,1.08871010087242e-05,0.23188395583778862
6,14.737785056695863,1.0828047724552932e-05,0.22468632809526354
14,14.40262774144443,1.0581803164002301e-05,0.2941747011221991
2366,6.136482048058475,4.508555405145548e-06,0.17078355245469934
7,18.890041043276124,1.3878765713334086e-05,0.16843487470296734
8,18.054356890353578,1.326477739312937e-05,0.29874032245686866
9,18.213596241966453,1.3381772673780982e-05,0.3225538887690908
10,19.230337166354047,1.4128785824700366e-05,0.32027166052816125
11,20.088779111740465,1.4759494599298692e-05,0.33009805960192884
15,20.69852830367757,1.5207485482928983e-05,0.2376630777533779
16,17.928582253116993,1.3172369085551545e-05,0.29273630030447795
17,18.773431163125693,1.3793090875319729e-05,0.2698061159931498
18,21.615441004307257,1.5881153503155458e-05,0.2615551100343779
19,20.75227135133403,1.5246971218583834e-05,0.20598190744622105
2367,5.554002050061661,4.08059956289085e-06,0.1936495958476743
2368,6.070091651465468,4.459777493132609e-06,0.18053940432081808
2369,6.931337781491539,5.092546539677491e-06,0.18557865558156336
2370,3.2951255758924565,2.4209728162610118e-06,0.3274538249482632
20,20.09700918562041,1.476554134461391e-05,0.2299815086843672
21,17.36678998277285,1.2759612793397032e-05,0.2231103193081903
22,24.642370022826935,1.810507872294108e-05,0.23989104331404215
23,21.30740578780146,1.5654835911174413e-05,0.16585104790704883
24,15.773852344561085,1.158926021311173e-05,0.1423717818845676
25,21.727266013180824,1.5963312832269247e-05,0.14523731492206265
2371,5.036619275094505,3.700471520742432e-06,0.21644446862513012
2372,5.282497906820617,3.881121838855769e-06,0.20670628945148736
2373,4.6677117577318885,3.4294302354623273e-06,0.2371322303695882
26,17.913914307271938,1.316159234962945e-05,0.11578990305181204
27,26.068068107038616,1.91525581669183e-05,0.300634672298773
28,16.140472371483323,1.185862084858167e-05,0.24300254721595352
29,18.725035401163456,1.3757533861957248e-05,0.1338847001327579
30,32.86563915355473,2.4146824497955385e-05,0.19894963662600526
31,18.32526472778539,1.3463817003313865e-05,0.19725517387711694
32,19.53954190279632,1.4355962678615288e-05,0.2955016465775138
583,14.789675617377192,1.0866172413259495e-05,0.1983581649049981
33,18.80026510071107,1.381280612803186e-05,0.2660974810353324
34,20.405736536379262,1.499236745688467e-05,0.1283435338729642
35,30.819813648811223,2.2643729147043016e-05,0.16041949144579304
36,24.728265771216886,1.8168187477704588e-05,0.14935555400742556
37,28.46816390582713,2.0915940639440927e-05,0.1652836301608606
38,15.964943700289986,1.1729657587046938e-05,0.33654569971173354
